sample	cg01962233	cg10191725	cg21729122	cg18000886	cg14514403	cg16507965	cg08769559	cg18102233	cg17036062	cg16414561	cg25053900	cg13806616	cg25545920	cg22437699	cg12419462	cg03038395	cg03971469	cg02651788	cg08209743	cg16954455	cg06943593	cg22820312	cg25745795	cg02022247	cg16890879	cg15854666	cg11863130	cg19011478	cg12705969	cg10709771	cg23221557	cg23238793	cg18757172	cg24728008	cg03450733	cg14831665	cg05242815	cg02938958	cg04118889	cg24825446	cg02082650	cg11158236
TCGA-D5-6541-01A	0.6351	0.7288	0.5235	0.05184	0.02253	0.01804	0.03656	0.02145	0.02576	0.03116	0.04822	0.162	0.5435	0.7269	0.01454	0.06564	0.01829	0.03116	0.04094	0.09096	0.09705	0.1787	0.7423	0.07798	0.6134	0.05282	0.1544	0.6356	0.6319	0.2531	0.05278	0.2653	0.04346	0.05528	0.7248	0.03992	0.2573	0.02136	0.07233	0.07725	0.3025	0.3687
TCGA-AZ-4323-01A	0.4961	0.3993	0.2099	0.143	0.03385	0.03163	0.07172	0.0287	0.04558	0.03268	0.0838	0.2368	0.5094	0.595	0.01909	0.07676	0.02159	0.04298	0.07063	0.2818	0.2568	0.2509	0.5445	0.3273	0.2566	0.1368	0.3542	0.3777	0.5376	0.4014	0.1195	0.3034	0.05591	0.07762	0.6326	0.4906	0.3632	0.158	0.2889	0.236	0.326	0.6869
TCGA-AA-3561-01A																																										
TCGA-DM-A0X9-01A	0.6781	0.8414	0.519	0.7754	0.8403	0.6364	0.4603	0.6792	0.8243	0.6899	0.6049	0.6119	0.4686	0.6984	0.4389	0.4336	0.1566	0.3552	0.4476	0.7185	0.6302	0.6469	0.8431	0.2421	0.946	0.577	0.7247	0.8083	0.8209	0.8942	0.3488	0.4639	0.4544	0.415	0.9441	0.958	0.6968	0.6651	0.8107	0.7157	0.6218	0.7804
TCGA-AD-6890-01A	0.5524	0.8248	0.3847	0.1746	0.04594	0.05306	0.043	0.03292	0.02885	0.2453	0.3149	0.2859	0.4866	0.744	0.02196	0.07036	0.03064	0.0323	0.04745	0.07572	0.1731	0.279	0.765	0.1086	0.1945	0.07435	0.1863	0.7823	0.6	0.499	0.04827	0.3463	0.09182	0.06304	0.867	0.3199	0.1491	0.02479	0.06611	0.1579	0.1219	0.5018
TCGA-D5-6932-01A	0.7669	0.304	0.4223	0.3016	0.05669	0.03032	0.04341	0.04267	0.04483	0.07683	0.08887	0.2597	0.7841	0.8186	0.02608	0.07445	0.03306	0.0395	0.05491	0.06472	0.04242	0.2366	0.8443	0.1802	0.7154	0.0811	0.1669	0.8171	0.7987	0.5691	0.4477	0.3862	0.09917	0.06355	0.683	0.04221	0.02861	0.0205	0.08115	0.1419	0.1646	0.3896
TCGA-AD-6899-01A	0.7694	0.8097	0.6457	0.7402	0.7075	0.5071	0.1805	0.2712	0.6677	0.6684	0.5451	0.467	0.7347	0.786	0.01883	0.07377	0.0267	0.03453	0.2942	0.5798	0.5913	0.5227	0.8329	0.4018	0.7765	0.09675	0.4068	0.7409	0.7787	0.6801	0.1532	0.3054	0.05455	0.08087	0.7929	0.09324	0.06594	0.02189	0.1018	0.1612	0.5109	0.8789
TCGA-CM-5860-01A	0.6917	0.8277	0.6173	0.7457	0.7284	0.4187	0.3824	0.5931	0.7438	0.3902	0.5692	0.5827	0.7358	0.8009	0.01625	0.07918	0.02234	0.04647	0.514	0.6264	0.589	0.5388	0.7946	0.3888	0.8573	0.3836	0.4641	0.7679	0.8262	0.2661	0.6956	0.7195	0.543	0.1185	0.8739	0.3701	0.121	0.01555	0.1085	0.1136	0.2353	0.6111
TCGA-D5-6529-01A	0.6699	0.7589	0.6482	0.5113	0.5973	0.07616	0.08915	0.05816	0.1463	0.5534	0.4857	0.6078	0.6976	0.698	0.02167	0.06659	0.02128	0.03534	0.05862	0.3285	0.179	0.5319	0.828	0.4685	0.6725	0.1326	0.5948	0.5642	0.8014	0.6631	0.06453	0.2669	0.1127	0.06523	0.779	0.5388	0.05929	0.02323	0.1279	0.1002	0.5401	0.8251
TCGA-AD-6964-01A	0.3845	0.4536	0.1354	0.4561	0.1128	0.02304	0.04008	0.03286	0.0316	0.09096	0.2742	0.2479	0.4006	0.678	0.02134	0.06	0.0347	0.03485	0.04983	0.1356	0.03654	0.1436	0.6303	0.07739	0.0508	0.1005	0.261	0.5603	0.6231	0.4167	0.08338	0.3695	0.08891	0.08922	0.2912	0.06074	0.04506	0.0214	0.0906	0.1176	0.2948	0.6562
TCGA-AA-A00F-01A																																										
TCGA-AA-3875-01A																																										
TCGA-CM-6161-01A	0.5976	0.8488	0.6461	0.6853	0.7124	0.5131	0.3808	0.5333	0.7332	0.7653	0.6457	0.5762	0.5016	0.6622	0.5235	0.5031	0.2489	0.4494	0.122	0.4959	0.4496	0.6065	0.7549	0.522	0.8959	0.3831	0.6347	0.4781	0.5619	0.3238	0.3705	0.5173	0.5196	0.5452	0.8383	0.8668	0.5945	0.5466	0.7041	0.4137	0.6493	0.8475
TCGA-3L-AA1B-01A	0.5445	0.751	0.4826	0.5781	0.4182	0.3637	0.2491	0.3431	0.5691	0.4905	0.4299	0.4193	0.488	0.6457	0.5409	0.4939	0.2145	0.4476	0.1888	0.4788	0.4503	0.5424	0.6086	0.3912	0.7623	0.4764	0.6746	0.6173	0.7928	0.5165	0.3761	0.5886	0.5161	0.4758	0.8324	0.6741	0.464	0.4097	0.5337	0.3495	0.5175	0.627
TCGA-AA-3560-01A																																										
TCGA-AA-3845-01A																																										
TCGA-AA-A00Z-01A																																										
TCGA-DM-A1D4-01A	0.82	0.9141	0.1002	0.7141	0.661	0.1488	0.6058	0.4083	0.8063	0.7781	0.824	0.718	0.868	0.8723	0.009741	0.05218	0.01731	0.02118	0.6204	0.6019	0.3553	0.6772	0.8937	0.8052	0.9222	0.1023	0.4695	0.884	0.6925	0.8182	0.09467	0.2412	0.07177	0.05214	0.8255	0.06031	0.02869	0.01286	0.05572	0.05407	0.1552	0.7664
TCGA-AA-3710-01A																																										
TCGA-AA-3519-01A																																										
TCGA-CM-4744-01A	0.6867	0.8234	0.4697	0.662	0.328	0.09559	0.05508	0.02601	0.04768	0.06157	0.09681	0.5059	0.5639	0.7429	0.0147	0.05915	0.02466	0.06282	0.1824	0.6084	0.5778	0.5709	0.7599	0.2863	0.8652	0.1707	0.2036	0.6977	0.5761	0.5291	0.1783	0.3234	0.04519	0.04964	0.8273	0.8436	0.6012	0.4638	0.6288	0.4443	0.4942	0.8679
TCGA-CK-4948-01B	0.4817	0.5503	0.2493	0.2389	0.135	0.1961	0.1433	0.1672	0.4197	0.2622	0.2579	0.31	0.2947	0.4448	0.3688	0.5384	0.2123	0.384	0.1044	0.5482	0.3971	0.1911	0.5019	0.1932	0.407	0.08771	0.4613	0.1683	0.3698	0.3445	0.2189	0.4488	0.3624	0.3262	0.7851	0.5559	0.3383	0.3416	0.3805	0.2349	0.2943	0.4272
TCGA-T9-A92H-01A	0.8068	0.8842	0.09813	0.0658	0.03564	0.02768	0.08386	0.02467	0.02797	0.04599	0.08076	0.1516	0.5705	0.6394	0.01905	0.0556	0.02883	0.02812	0.05164	0.07808	0.1345	0.5003	0.7903	0.3114	0.4126	0.4555	0.485	0.8439	0.8129	0.8138	0.0463	0.3063	0.1185	0.06799	0.8881	0.05401	0.02482	0.01741	0.03537	0.06304	0.06696	0.3571
TCGA-A6-3808-01A																																										
TCGA-AA-3837-01A																																										
TCGA-G4-6321-01A	0.5808	0.8001	0.6049	0.655	0.6007	0.4733	0.392	0.4822	0.7027	0.7136	0.6032	0.5172	0.6074	0.6126	0.4659	0.4875	0.1637	0.3939	0.1984	0.5154	0.4319	0.4346	0.5704	0.4391	0.6092	0.5052	0.6731	0.5054	0.7008	0.5369	0.3704	0.4958	0.5169	0.4894	0.7147	0.6393	0.4651	0.3865	0.4812	0.395	0.5037	0.5833
TCGA-CA-5255-01A	0.5811	0.6618	0.5187	0.5563	0.4763	0.355	0.1673	0.182	0.5564	0.139	0.1623	0.3074	0.5296	0.6664	0.01477	0.06264	0.02626	0.03011	0.08062	0.3569	0.2338	0.2233	0.7368	0.2133	0.5702	0.521	0.4734	0.5332	0.5218	0.7025	0.1095	0.2946	0.0463	0.05354	0.6904	0.3636	0.3684	0.0237	0.1012	0.1161	0.2751	0.5617
TCGA-AA-3532-01A																																										
TCGA-QG-A5YV-01A	0.4989	0.8808	0.7021	0.5428	0.5077	0.4796	0.3834	0.4508	0.5926	0.7177	0.6349	0.5329	0.6734	0.775	0.5336	0.4801	0.3297	0.5059	0.238	0.5299	0.5068	0.526	0.6427	0.191	0.945	0.6023	0.6887	0.9154	0.8591	0.5003	0.4174	0.7046	0.6309	0.5723	0.7812	0.7065	0.5273	0.4665	0.4975	0.3591	0.3455	0.7937
TCGA-D5-6540-01A	0.6765	0.8188	0.4656	0.6447	0.6283	0.4776	0.2952	0.2824	0.7673	0.672	0.7247	0.6017	0.6851	0.8336	0.01478	0.06518	0.0234	0.03326	0.6738	0.5646	0.5136	0.531	0.8269	0.6826	0.7809	0.3153	0.8071	0.1132	0.6818	0.7709	0.6577	0.5975	0.7583	0.7734	0.7493	0.7944	0.5379	0.4197	0.5854	0.594	0.74	0.7964
TCGA-AZ-6605-01A	0.512	0.693	0.3734	0.3678	0.03994	0.02814	0.1034	0.02914	0.04823	0.04779	0.07161	0.304	0.5964	0.5523	0.01811	0.07723	0.02804	0.04364	0.04838	0.06763	0.05475	0.1982	0.6206	0.3206	0.5312	0.06194	0.206	0.1661	0.4903	0.3392	0.09727	0.2585	0.06315	0.06988	0.5909	0.2633	0.04112	0.02117	0.1095	0.1044	0.318	0.7353
TCGA-AA-3509-01A	0.7716	0.8812	0.7839	0.6971	0.558	0.3674	0.2708	0.2536	0.4909	0.8729	0.743	0.6454	0.7983	0.7499	0.4022	0.3812	0.1995	0.3637	0.05891	0.3845	0.3757	0.5373	0.659	0.1373	0.3831	0.3549	0.4706	0.8898	0.8406	0.5712	0.2625	0.4837	0.4985	0.3595	0.8179	0.5905	0.4158	0.2637	0.25	0.2773	0.7587	0.9114
TCGA-AY-6386-01A	0.5716	0.781	0.5318	0.682	0.6762	0.482	0.3396	0.5072	0.7499	0.7609	0.6778	0.5909	0.6172	0.6765	0.4692	0.5294	0.1701	0.3959	0.2325	0.5804	0.5233	0.5605	0.8063	0.5709	0.8569	0.5305	0.7989	0.7013	0.7856	0.7724	0.3411	0.4545	0.4456	0.4567	0.7899	0.7438	0.4512	0.3377	0.3953	0.4718	0.5947	0.6408
TCGA-NH-A6GA-01A	0.7533	0.8161	0.3748	0.8104	0.4795	0.04395	0.0417	0.0341	0.0542	0.09088	0.1261	0.413	0.7307	0.8212	0.09263	0.7299	0.03862	0.06789	0.06345	0.1733	0.1762	0.1845	0.8531	0.08428	0.8975	0.0929	0.1188	0.7854	0.8315	0.8672	0.654	0.4808	0.1502	0.0836	0.8582	0.8163	0.2798	0.5525	0.6683	0.5677	0.675	0.8735
TCGA-DM-A282-01A	0.5548	0.8721	0.7858	0.8237	0.8312	0.2264	0.1511	0.4809		0.793	0.7728	0.6636	0.6053	0.5632	0.4272	0.5025	0.2212	0.4257	0.1864	0.4707	0.4352	0.685	0.8443	0.7086	0.8992	0.4237	0.5454	0.8158	0.8677	0.5665	0.3258	0.4747	0.4829	0.4465	0.6178	0.7315	0.4424	0.3546	0.3277	0.3137	0.4777	0.7043
TCGA-A6-5664-01A	0.5266	0.5828	0.4586	0.4959	0.4618	0.2378	0.06884	0.05161	0.2909	0.3164	0.4043	0.3853	0.6331	0.6023	0.01583	0.05176	0.02187	0.02983	0.04571	0.1738	0.1434	0.2382	0.6571	0.2067	0.07009	0.08298	0.2181	0.5146	0.5359	0.5787	0.08411	0.3522	0.05132	0.07046	0.7082	0.235	0.3831	0.03032	0.2217	0.2458	0.3901	0.574
TCGA-AY-A54L-01A	0.5674	0.8086	0.2623	0.5003	0.4635	0.3817	0.3111	0.4235	0.5422	0.5787	0.4604	0.4638	0.2924	0.5012	0.5465	0.5209	0.2583	0.435	0.1117	0.6869	0.612	0.4719	0.4746	0.1444	0.9545	0.1233	0.5881	0.481	0.6124	0.3679	0.416	0.5499	0.584	0.4838	0.5776	0.6954	0.4993	0.4172	0.383	0.2532	0.2159	0.4672
TCGA-AA-A01I-01A																																										
TCGA-AA-3861-01A																																										
TCGA-AA-A01K-01A																																										
TCGA-AA-3529-01A																																										
TCGA-AA-3858-01A																																										
TCGA-CK-4950-01A	0.5928	0.7737	0.5858	0.4344	0.3688	0.3518	0.2804	0.2102	0.5346	0.3506	0.3331	0.4522	0.5344	0.6329	0.4385	0.5406	0.2613	0.456	0.181	0.5631	0.4971	0.5455	0.6766	0.3468	0.8119	0.4973	0.7788	0.4438	0.6542	0.5561	0.3304	0.4831	0.5133	0.376	0.8088	0.7703	0.5365	0.4537	0.5749	0.4842	0.675	0.7808
TCGA-CK-4951-01A	0.6789	0.8189	0.6031	0.7586	0.7055	0.5376	0.4002	0.5902	0.7918	0.8127	0.6692	0.5752	0.6456	0.6726	0.4141	0.4607	0.1651	0.3325	0.1527	0.5961	0.5674	0.513	0.7301	0.6045	0.8653	0.4816	0.7182	0.724	0.7848	0.8053	0.5884	0.6656	0.7903	0.6967	0.784	0.8534	0.6012	0.566	0.6756	0.445	0.8476	0.8842
TCGA-A6-2686-01A	0.6073	0.7905	0.3698	0.2817	0.07212	0.1201	0.09283	0.05529	0.3167	0.1245	0.1451	0.3673	0.6566	0.6663	0.2599	0.3517	0.06296	0.1693	0.217	0.6024	0.5514	0.5401	0.6638	0.5976	0.8657	0.5496	0.7109	0.6918	0.5215	0.6982	0.6145	0.6215	0.8134	0.5999	0.8592	0.8465	0.5748	0.4824	0.6559	0.3599	0.737	0.8636
TCGA-F4-6463-01A	0.6578	0.7006	0.4983	0.4632	0.4288	0.02201	0.02472	0.02554	0.02753	0.2775	0.4064	0.4992	0.7503	0.7577	0.01812	0.07974	0.02059	0.02943	0.04943	0.1259	0.07197	0.3386	0.7133	0.4416	0.5676	0.2042	0.1584	0.5579	0.6175	0.3821	0.07539	0.2761	0.05729	0.06812	0.6464	0.06093	0.03984	0.01872	0.0741	0.1598	0.3983	0.6537
TCGA-5M-AAT5-01A	0.7488	0.8338	0.2555	0.4375	0.3688	0.4046	0.2686	0.3306	0.5046	0.4912	0.4057	0.4252	0.4388	0.7587	0.4752	0.4614	0.2154	0.4113	0.1024	0.4779	0.4501	0.4025	0.6056	0.2596	0.642	0.3507	0.6305	0.5916	0.6775	0.321	0.3753	0.5184	0.6023	0.3804	0.6335	0.6739	0.4366	0.3598	0.3227	0.3841	0.3701	0.8222
TCGA-AU-6004-01A	0.4642	0.7588	0.5823	0.5356	0.5098	0.4419	0.4009	0.4492	0.6612	0.6051	0.4922	0.5099	0.6405	0.6237	0.4509	0.5218	0.1335	0.368	0.3439	0.5305	0.4625	0.5071	0.6536	0.5655	0.7262	0.5517	0.8006	0.5219	0.7338	0.6537	0.4588	0.5176	0.5609	0.5993	0.8028	0.6907	0.5065	0.4052	0.5507	0.4448	0.7567	0.8809
TCGA-AZ-4313-01A	0.5094	0.61	0.4099	0.4849	0.3598	0.3355	0.3245	0.4093	0.5945	0.5	0.3256	0.3525	0.2823	0.6201	0.5338	0.5481	0.2879	0.4561	0.08191	0.5149	0.4563	0.2675	0.5002	0.1614	0.7914	0.1056	0.628	0.296	0.4251	0.4258	0.4004	0.5544	0.5959	0.436	0.635	0.7846	0.5254	0.3967	0.392	0.1735	0.3952	0.5797
TCGA-AA-3856-01A																																										
TCGA-AA-3818-01A																																										
TCGA-CM-6169-01A	0.7628	0.7083	0.2789	0.4884	0.1617	0.02709	0.04612	0.02933	0.04036	0.1979	0.2236	0.2845	0.574	0.681	0.0224	0.06939	0.01852	0.0369	0.07361	0.369	0.3751	0.4204	0.853	0.1886	0.119	0.09615	0.1196	0.1642	0.4778	0.6446	0.1064	0.2443	0.06375	0.07155	0.8339	0.7442	0.02805	0.02202	0.0765	0.168	0.3119	0.8519
TCGA-A6-2683-01A																																										
TCGA-AA-3530-01A																																										
TCGA-AA-3947-01A																																										
TCGA-DM-A1D9-01A	0.546	0.8429	0.4901	0.678	0.747	0.3832	0.3088	0.2886	0.5695	0.4815	0.4733	0.3713	0.668	0.7396	0.466	0.5016	0.1978	0.4537	0.09433	0.5086	0.4671	0.6272	0.8412	0.4914	0.9165	0.4859	0.8785	0.4822	0.922	0.762	0.2909	0.4954	0.5082	0.5344	0.6982	0.8062	0.4675	0.3627	0.3846	0.375	0.3804	0.7021
TCGA-A6-4107-01A	0.7498	0.8685	0.5985	0.8493	0.8214	0.5484	0.4017	0.6067	0.8503	0.8413	0.6184	0.5897	0.7672	0.7281	0.4963	0.4391	0.2316	0.4286	0.394	0.7041	0.6222	0.6549	0.7538	0.3856	0.9204	0.5713	0.6396	0.849	0.776	0.6533	0.4607	0.585	0.6537	0.5894	0.8998	0.9392	0.6353	0.6231	0.7732	0.5918	0.8603	0.9111
TCGA-AA-3812-01A																																										
TCGA-AA-3870-01A																																										
TCGA-DM-A1D8-01A	0.6921	0.8177	0.7219	0.4877	0.4492	0.3855	0.3832	0.3487	0.5381	0.752	0.6467	0.687	0.7579	0.7911	0.4751	0.4964	0.2067	0.4356	0.1609	0.63	0.5782	0.7147	0.7583	0.561	0.941	0.5808	0.7922	0.7395	0.8459	0.3629	0.4397	0.5081	0.5212	0.5361	0.9148	0.9191	0.4586	0.4048	0.4717	0.4079	0.7332	0.7895
TCGA-CM-6162-01A	0.3076	0.5741	0.352	0.4222	0.3427	0.2385	0.248	0.3413	0.5403	0.4368	0.4333	0.4145	0.4036	0.5387	0.4812	0.5573	0.2167	0.4424	0.1613	0.5019	0.3971	0.2936	0.6593	0.2199	0.576	0.2026	0.6883	0.5184	0.6066	0.6327	0.4077	0.4866	0.5031	0.4918	0.6713	0.5819	0.4323	0.3995	0.5226	0.3258	0.4947	0.674
TCGA-AA-3971-01A																																										
TCGA-AA-3867-01A																																										
TCGA-AD-6548-01A	0.5563	0.7787	0.4614	0.4817	0.2888	0.3095	0.276	0.2818	0.5231	0.5183	0.3624	0.5206	0.4278	0.6849	0.4746	0.5361	0.2464	0.4044	0.1844	0.5745	0.4836	0.4745	0.7607	0.3134	0.8449	0.2277	0.761	0.2368	0.5038	0.7347	0.5032	0.5614	0.4987	0.5123	0.8425	0.8381	0.5405	0.4948	0.7067	0.362	0.7518	0.6954
TCGA-NH-A50V-01A	0.699	0.7676	0.6363	0.6176	0.5803	0.2898	0.4548	0.4448	0.7415	0.6587	0.7031	0.5344	0.7755	0.7065	0.02077	0.05762	0.02427	0.05152	0.0638	0.5284	0.5143	0.5345	0.7819	0.5855	0.7533	0.3488	0.733	0.635	0.6531	0.8337	0.0706	0.2947	0.1631	0.05874	0.7292	0.8056	0.5556	0.4759	0.5656	0.1218	0.5602	0.8319
TCGA-AA-A01V-01A																																										
TCGA-A6-3809-01A	0.4264	0.7564	0.3061	0.6266	0.6049	0.531	0.3951	0.558	0.7365	0.7441	0.5063	0.4444	0.4692	0.6187	0.5111	0.521	0.2839	0.4631	0.1272	0.5476	0.5305	0.5695	0.6625	0.3912	0.8089	0.3443	0.8295	0.4851	0.6157	0.6831	0.5182	0.6742	0.7921	0.6757	0.8482	0.8542	0.6103	0.589	0.6388	0.4614	0.8172	0.8536
TCGA-CK-5916-01A	0.5828	0.7889	0.5526	0.6071	0.6084	0.486	0.4541	0.5293	0.7695	0.77	0.6707	0.635	0.6463	0.6228	0.3461	0.5795	0.2752	0.4162	0.3696	0.5201	0.5088	0.5438	0.8317	0.5774	0.8763	0.4497	0.7026	0.7274	0.6891	0.6723	0.5292	0.4342	0.6569	0.4671	0.8247	0.8495	0.562	0.6145	0.6299	0.5706	0.7943	0.8833
TCGA-CM-6680-01A	0.705	0.8354	0.4653	0.5066	0.4064	0.2005	0.1981	0.3161	0.5738	0.5845	0.5085	0.6547	0.5633	0.6397	0.5232	0.5369	0.2681	0.5046	0.1307	0.5122	0.4606	0.6018	0.8592	0.495	0.8704	0.5421	0.7764	0.4916	0.7905	0.4615	0.4046	0.5194	0.5888	0.5714	0.5554	0.5769	0.4862	0.3507	0.402	0.3897	0.5218	0.3064
TCGA-G4-6320-01A	0.7101	0.8592	0.7653	0.7999	0.7602	0.4849	0.2853	0.4428	0.8021	0.6175	0.6087	0.6494	0.8301	0.8491	0.01268	0.07295	0.02157	0.0835	0.2684	0.66	0.6277	0.5837	0.8801	0.7827	0.8781	0.7917	0.8303	0.7909	0.5374	0.7623	0.7356	0.7043	0.8063	0.6554	0.9026	0.9124	0.6279	0.5143	0.7248	0.6534	0.2204	0.2305
TCGA-A6-5660-01A	0.7852	0.8195	0.7105	0.5695	0.4434	0.04572	0.04095	0.02004	0.02703	0.07354	0.09314	0.4264	0.5387	0.7978	0.01559	0.1623	0.01696	0.03104	0.05376	0.2892	0.3754	0.5458	0.8717	0.2872	0.6153	0.1487	0.2689	0.6932	0.8266	0.5214	0.05591	0.2772	0.0382	0.05815	0.8902	0.3441	0.02548	0.0167	0.07116	0.1097	0.3135	0.7355
TCGA-AA-A02J-01A																																										
TCGA-AA-3549-01A																																										
TCGA-A6-A566-01A	0.462	0.6782	0.3242	0.4672	0.3579	0.3385	0.2402	0.3049	0.5809	0.6029	0.4341	0.415	0.4101	0.521	0.4951	0.5691	0.2771	0.4176	0.1859	0.5823	0.474	0.4213	0.4504	0.3351	0.7584	0.4668	0.7721	0.5527	0.742	0.733	0.4716	0.5812	0.5366	0.4914	0.7769	0.7528	0.545	0.5186	0.6097	0.4131	0.6476	0.8182
TCGA-CK-5915-01A	0.8709	0.9192	0.8312	0.8976	0.9591	0.6895	0.195	0.8091	0.9256	0.9447	0.9277	0.7799	0.8831	0.8797	0.01653	0.0459	0.02879	0.03273	0.06973	0.8022	0.7709	0.6807	0.3646	0.1082	0.03247	0.06986	0.1287	0.5407	0.8087	0.8413	0.03294	0.2087	0.04852	0.05615	0.9261	0.9504	0.768	0.7387	0.8996	0.4757	0.4062	0.6037
TCGA-AA-3976-01A																																										
TCGA-G4-6588-01A	0.5894	0.8167	0.5246	0.6728	0.7137	0.4447	0.4718	0.5914	0.7793	0.7922	0.7856	0.6436	0.5557	0.7364	0.5479	0.5646	0.1915	0.505	0.305	0.641	0.5918	0.6226	0.845	0.5345	0.8691	0.6439	0.8628	0.7009	0.6871	0.6363	0.6056	0.6787	0.827	0.8314	0.8842	0.8987	0.5966	0.5547	0.7145	0.5262	0.6861	0.806
TCGA-AA-3685-01A																																										
TCGA-QG-A5Z2-01A	0.6569	0.7754	0.6676	0.6126	0.6018	0.5175	0.3072	0.3547	0.7092	0.6429	0.5489	0.5597	0.6964	0.7219	0.01799	0.03862	0.02328	0.0287	0.04637	0.05732	0.0364	0.5207	0.7714	0.6214	0.7227	0.7122	0.7941	0.6731	0.6323	0.68	0.08969	0.3775	0.1866	0.06388	0.8348	0.8106	0.5747	0.51	0.5531	0.4163	0.1273	0.371
TCGA-AA-3968-01A																																										
TCGA-A6-2681-01A	0.6147	0.8389	0.2998	0.5966	0.3837	0.4121	0.3066	0.3008	0.584	0.3881	0.3923	0.3353	0.5304	0.6766	0.4815	0.4758	0.2258	0.4322	0.2584	0.5838	0.4509	0.5656	0.7088	0.4696	0.9367	0.6559	0.6703	0.7773	0.7807	0.5038	0.5893	0.5421	0.5646	0.473	0.8826	0.8763	0.4508	0.2948	0.3023	0.313	0.4657	0.3858
TCGA-QG-A5YX-01A	0.7477	0.8543	0.1942	0.1523	0.07347	0.06344	0.06617	0.04319	0.2117	0.1136	0.1385	0.1802	0.4283	0.3133	0.2297	0.4341	0.05062	0.2202	0.05545	0.3268	0.1607	0.2988	0.4278	0.1184	0.1166	0.1133	0.3143	0.1609	0.8136	0.7178	0.09726	0.3983	0.08646	0.1716	0.4102	0.1465	0.2986	0.1104	0.1404	0.1066	0.1107	0.3353
TCGA-DM-A28K-01A	0.819	0.8673	0.424	0.1078	0.02173	0.01858	0.0416	0.0284	0.02176	0.05449	0.1306	0.645	0.5696	0.7317	0.01709	0.04991	0.02347	0.02633	0.04208	0.03022	0.03023	0.05242	0.5368	0.0566	0.0428	0.09855	0.1464	0.759	0.3699	0.2598	0.03808	0.3342	0.05434	0.05594	0.5067	0.03867	0.02028	0.01394	0.04776	0.08003	0.08701	0.1483
TCGA-AA-3553-01A																																										
TCGA-AA-3562-01A																																										
TCGA-CM-6678-01A	0.6691	0.824	0.5261	0.5875	0.4908	0.4249	0.3216	0.3948	0.5551	0.5125	0.4965	0.4691	0.625	0.7047	0.5169	0.5005	0.3392	0.46	0.1168	0.5106	0.4589	0.5066	0.7975	0.3947	0.8899	0.5174	0.7047	0.7598	0.8841	0.7377	0.3982	0.5586	0.586	0.5239	0.6813	0.5714	0.5097	0.4407	0.4246	0.3661	0.5732	0.7774
TCGA-A6-5667-01A	0.7093	0.8373	0.4914	0.2342	0.08005	0.07378	0.06492	0.03742	0.2085	0.06342	0.1189	0.2195	0.6265	0.5785	0.1661	0.3445	0.02064	0.1272	0.09117	0.3056	0.1929	0.4039	0.4412	0.1452	0.0916	0.09086	0.2543	0.3997	0.6243	0.5306	0.09321	0.2388	0.05642	0.15	0.8458	0.3369	0.1253	0.06684	0.1382	0.1351	0.2778	0.6874
TCGA-5M-AAT4-01A	0.7302	0.7932	0.1783	0.3209	0.02259	0.02689	0.03073	0.02074	0.01789	0.21	0.2586	0.4345	0.6042	0.6899	0.01066	0.0545	0.0191	0.03436	0.06116	0.4058	0.4718	0.5287	0.8074	0.418	0.2982	0.1202	0.3299	0.7946	0.6576	0.5859	0.1519	0.3204	0.04119	0.04771	0.6236	0.3599	0.01871	0.01484	0.4436	0.1139	0.2033	0.7147
TCGA-AA-3525-01A																																										
TCGA-AA-3982-01A																																										
TCGA-A6-2675-01A	0.3296	0.8037	0.441	0.1252	0.02473	0.01965	0.04588	0.02377	0.01764	0.02922	0.04336	0.3425	0.5343	0.6878	0.01266	0.06676	0.02141	0.01881	0.04135	0.1096	0.05249	0.1519	0.6924	0.1079	0.7329	0.05692	0.4392	0.5546	0.7291	0.3221	0.04973	0.244	0.04633	0.05981	0.6874	0.2016	0.04009	0.01734	0.05084	0.0962	0.1242	0.4368
TCGA-CM-4750-01A	0.6296	0.8311	0.2197	0.3186	0.1235	0.2089	0.1701	0.1385	0.3663	0.08123	0.1413	0.2348	0.5253	0.674	0.2814	0.3522	0.06871	0.2445	0.065	0.4713	0.4444	0.4696	0.7044	0.1687	0.8894	0.2469	0.4903	0.6637	0.7253	0.6563	0.211	0.464	0.3073	0.2679	0.9203	0.8697	0.3581	0.2624	0.5426	0.3216	0.4412	0.8654
TCGA-AA-3860-01A																																										
TCGA-G4-6626-01A	0.6872	0.8646	0.1006	0.07389	0.0252	0.02096	0.0464	0.02313	0.0178	0.04264	0.05932	0.2597	0.6094	0.6521	0.01608	0.03838	0.01926	0.04336	0.0405	0.03108	0.03357	0.07543	0.4289	0.08151	0.04088	0.06706	0.09457	0.5471	0.5595	0.7286	0.3611	0.2222	0.05051	0.06092	0.9015	0.697	0.03966	0.01559	0.08673	0.08596	0.1256	0.4874
TCGA-A6-2685-01A	0.5479	0.707	0.3566	0.4089	0.2039	0.3003	0.2241	0.2115	0.5073	0.269	0.2976	0.326	0.319	0.5763	0.4255	0.4882	0.1897	0.3593	0.1523	0.4355	0.3648	0.3474	0.6414	0.1917	0.4328	0.463	0.5511	0.4025	0.6307	0.5822	0.3281	0.439	0.4156	0.2733	0.6505	0.5477	0.3925	0.2574	0.3174	0.2157	0.3482	0.5239
